full_name,H,diameter,albedo,e,a,q,i,n
 66310 (1999 JZ41),16.23,1.879,0.218,0.1148,2.285,2.022,2.83,0.2854
 66312 (1999 JJ43),15.22,2.95,0.203,0.2022,2.311,1.843,7.05,0.2806
 66313 (1999 JQ43),14.81,2.507,0.406,0.0999,2.366,2.129,5.96,0.2709
 66314 (1999 JQ45),15.98,4.222,0.031,0.1755,2.375,1.958,2.71,0.2693
 66317 (1999 JL50),15.58,2.185,0.337,0.0667,2.312,2.158,4.95,0.2803
 66320 (1999 JT51),15.65,1.789,0.264,0.1597,2.318,1.948,6.16,0.2793
 66321 (1999 JW51),15.56,1.749,0.276,0.1638,2.332,1.95,3.08,0.2767
 66323 (1999 JH53),15.01,3.609,0.162,0.1232,2.276,1.995,7.08,0.2871
 66325 (1999 JF55),15.61,5.102,0.043,0.2211,2.351,1.832,6.28,0.2734
 66326 (1999 JR55),15.59,2.199,0.21,0.159,2.312,1.944,5.46,0.2804
 66327 (1999 JY56),16.33,1.423,0.263,0.1653,2.328,1.944,4.12,0.2774
 66328 (1999 JK58),15.45,1.962,0.348,0.1479,2.284,1.946,4.34,0.2856
 66331 (1999 JY59),15.38,2.553,0.247,0.2087,2.386,1.888,2.76,0.2675
 66333 (1999 JS60),15.7,4.666,0.039,0.1055,2.372,2.122,2.75,0.2697
 66335 (1999 JZ61),13.63,3.392,0.464,0.2013,2.465,1.969,10.59,0.2547
 66336 (1999 JB62),15.16,5.814,0.057,0.1955,2.27,1.826,0.79,0.2882
 66337 (1999 JP63),15.48,2.191,0.254,0.2015,2.284,1.823,7.11,0.2856
 66339 (1999 JW64),15.27,2.838,0.182,0.159,2.41,2.027,3.94,0.2635
 66341 (1999 JK66),15.58,2.629,0.197,0.1963,2.257,1.814,6.7,0.2906
 66342 (1999 JA68),16.03,2.388,0.123,0.1866,2.305,1.875,8.16,0.2817
 66343 (1999 JV68),15.02,2.315,0.33,0.1504,2.438,2.072,3.01,0.2588
 66347 (1999 JW72),15.35,1.941,0.469,0.1367,2.274,1.963,7.71,0.2874
 66348 (1999 JC73),15.61,2.776,0.159,0.1424,2.426,2.08,7.44,0.2609
 66350 (1999 JS76),14.77,3.011,0.309,0.1013,2.379,2.138,7.71,0.2687
 66351 (1999 JU77),15.56,1.836,0.363,0.0805,2.296,2.111,7.69,0.2833
 66353 (1999 JP79),15.57,2.705,0.201,0.1594,2.392,2.011,3.38,0.2664
 66354 (1999 JM83),14.9,3.649,0.121,0.022,2.354,2.302,14.02,0.2729
 66355 (1999 JN85),15.49,2.156,0.38,0.2089,2.453,1.94,8.74,0.2566
 66356 (1999 JG87),15.56,4.58,0.037,0.2373,2.374,1.811,6.28,0.2695
 66357 (1999 JN87),15.37,1.65,0.492,0.1906,2.262,1.831,8.43,0.2896
 66359 (1999 JP88),15.73,1.703,0.291,0.1939,2.267,1.827,7.66,0.2887
 66360 (1999 JQ89),13.51,8.623,0.125,0.1934,3.214,2.593,26.91,0.171
 66361 (1999 JH90),15.63,2.438,0.225,0.1765,2.416,1.989,10.24,0.2625
 66362 (1999 JQ90),15.22,3.376,0.181,0.0909,2.434,2.213,11.4,0.2595
 66364 (1999 JH92),14.62,2.861,0.237,0.0619,2.566,2.407,22.93,0.2397
 66365 (1999 JV92),16.1,1.588,0.306,0.2107,2.271,1.793,8.48,0.288
 66367 (1999 JW95),15.96,3.849,0.066,0.1969,2.359,1.895,11.55,0.272
 66368 (1999 JP98),15.54,4.154,0.079,0.2117,2.341,1.845,11.28,0.2752
 66370 (1999 JJ113),16.03,4.163,0.044,0.1788,2.38,1.955,1.83,0.2684
 66372 (1999 JV114),15.27,1.965,0.316,0.157,2.376,2.003,2.76,0.2691
 66373 (1999 JW114),15.17,2.158,0.456,0.1142,2.33,2.064,6.35,0.2771
 66374 (1999 JO120),15.77,1.773,0.467,0.1313,2.345,2.037,7.84,0.2745
 66379 (1999 JZ123),15.59,4.088,0.064,0.2037,2.411,1.92,6.93,0.2633
 66381 (1999 JZ126),15.89,1.592,0.366,0.2173,2.387,1.868,4.92,0.2673
 66382 (1999 JC127),15.58,1.501,0.412,0.2085,2.397,1.897,3.95,0.2656
 66384 (1999 JO131),16.25,2.815,0.09,0.1194,2.358,2.077,2.05,0.2721
 66385 (1999 JY131),16.48,1.285,0.141,0.1679,2.424,2.017,1.72,0.2612
 66390 (1999 KL3),14.2,9.318,0.061,0.068,3.167,2.952,10.22,0.1748
 66393 (1999 KU10),15.55,1.6,0.523,0.113,2.284,2.026,6.01,0.2856
 66395 (1999 KS12),15.92,1.672,0.209,0.1933,2.416,1.949,2.02,0.2625
 66397 (1999 KP14),15.97,1.482,0.463,0.2533,2.339,1.746,2.91,0.2756
 66399 (1999 LH),16.39,1.206,0.305,0.2175,2.331,1.824,3.46,0.2769
 66400 (1999 LT7),19.27,0.411,0.182,0.5725,0.8554,0.366,9.06,1.246
 66401 (1999 LJ11),15.4,2.97,0.167,0.2536,2.409,1.798,9.32,0.2636
 66402 (1999 LY12),15.28,2.397,0.337,0.1897,2.286,1.853,4.25,0.2851
 66404 (1999 LK20),16.27,1.343,0.427,0.1939,2.338,1.885,2.98,0.2756
 66408 (1999 LA35),16.09,2.809,0.089,0.1849,2.342,1.909,2.7,0.275
 66409 (1999 MK1),14.48,3.684,0.188,0.1293,2.562,2.231,14.34,0.2403
 66410 (1999 NS6),16.1,1.779,0.321,0.1892,2.459,1.994,3.94,0.2556
 66411 (1999 NB7),13.97,4.285,0.319,0.1373,2.591,2.235,12.07,0.2363
 66412 (1999 NW7),15.66,2.597,0.199,0.1247,2.486,2.176,8.15,0.2514
 66416 (1999 NR9),14.57,4.88,0.107,0.1187,2.543,2.241,11.58,0.243
 66418 (1999 NN10),14.7,6.647,0.069,0.2726,2.574,1.873,12.83,0.2386
 66420 (1999 NA15),16.07,1.535,0.298,0.2238,2.348,1.823,6.51,0.2739
 66421 (1999 NQ19),15.56,5.378,0.058,0.124,2.436,2.134,5.96,0.2592
 66423 (1999 NV26),15.33,3.576,0.138,0.1976,2.342,1.879,5.42,0.275
 66424 (1999 NA27),15.51,2.322,0.272,0.1587,2.333,1.963,5.53,0.2766
 66425 (1999 NS32),15.37,2.245,0.32,0.2399,2.417,1.837,3.79,0.2623
 66426 (1999 NW33),15.33,2.636,0.183,0.1879,2.446,1.987,7.86,0.2576
 66427 (1999 NP34),15.77,1.764,0.393,0.1221,2.363,2.074,4.09,0.2714
 66428 (1999 NB36),15.99,1.844,0.273,0.1583,2.425,2.041,1.85,0.2611
 66430 (1999 NX41),15.15,2.804,0.296,0.259,2.452,1.817,10.05,0.2566
 66432 (1999 NL46),14.95,6.843,0.033,0.2729,2.428,1.765,8.74,0.2606
 66435 (1999 NT50),15.72,2.097,0.231,0.1996,2.435,1.949,2.49,0.2594
 66436 (1999 NT52),15.03,3.043,0.191,0.1192,2.512,2.213,11.64,0.2475
 66439 (1999 NG55),14.32,4.396,0.276,0.1318,2.642,2.294,13.75,0.2294
 66440 (1999 NF56),14.16,4.496,0.152,0.1048,2.619,2.344,13.13,0.2326
 66441 (1999 NX56),14.8,3.189,0.209,0.1384,2.547,2.194,13.46,0.2425
 66442 (1999 NZ56),14.61,4.918,0.153,0.2189,2.641,2.063,14.42,0.2296
 66444 (1999 NS59),14.67,7.564,0.054,0.1861,2.661,2.165,10.99,0.2271
 66448 (1999 OY1),14.3,4.936,0.166,0.1705,2.549,2.114,13.75,0.2422
 66449 (1999 OZ1),14.49,3.921,0.166,0.2436,2.559,1.935,12.97,0.2408
 66450 (1999 OH2),14.55,3.607,0.179,0.1743,2.573,2.125,14.32,0.2387
 66451 (1999 OS2),14.6,3.847,0.227,0.1994,2.554,2.045,12.13,0.2415
 66453 (1999 PC),14.84,5.855,0.052,0.2706,2.588,1.887,14.06,0.2368
 66455 (1999 PV2),15.36,5.187,0.06,0.2685,2.622,1.918,12.03,0.2322
 66460 (1999 RX8),16.02,4.356,0.028,0.1618,2.622,2.198,2.37,0.2322
 66461 (1999 RQ11),15.52,2.472,0.2,0.1733,2.549,2.107,4.41,0.2422
 66462 (1999 RS11),14.38,3.228,0.388,0.0845,2.448,2.241,5.89,0.2573
 66463 (1999 RS12),15.2,3.162,0.111,0.1233,2.367,2.075,6.81,0.2707
 66466 (1999 RK16),15.28,2.582,0.22,0.3057,2.579,1.791,4.53,0.238
 66469 (1999 RL18),14.3,3.418,0.263,0.0593,2.633,2.477,14.58,0.2307
 66471 (1999 RV19),15.5,4.557,0.045,0.2281,2.574,1.987,14.28,0.2387
 66473 (1999 RZ24),15.38,6.337,0.048,0.2125,2.688,2.117,2.17,0.2237
 66475 (1999 RH26),14.76,3.803,0.177,0.138,2.585,2.228,15.34,0.2372
 66476 (1999 RM26),14.79,3.226,0.295,0.0355,2.724,2.627,4.84,0.2193
 66479 Healy (1999 RQ33),14.65,5.618,0.107,0.2199,2.691,2.099,8.06,0.2233
 66480 (1999 RW33),15.08,5.491,0.077,0.165,2.645,2.208,11.33,0.2292
 66481 (1999 RZ34),13.74,5.222,0.224,0.1323,2.43,2.109,22.65,0.2602
 66484 (1999 RR39),15.82,2.37,0.096,0.1525,2.462,2.087,7.38,0.2552
 66485 (1999 RX41),13.96,4.715,0.219,0.0804,2.607,2.398,13.87,0.2341
 66486 (1999 RF42),15.87,4.029,0.057,0.1428,2.683,2.3,3.72,0.2243
 66487 (1999 RL42),14.35,8.093,0.068,0.2129,2.803,2.206,4.55,0.21
 66488 (1999 RD44),14.52,3.55,0.222,0.0311,2.587,2.507,14.8,0.2368
 66492 (1999 RZ54),15.25,6.259,0.045,0.1168,3.008,2.657,9.52,0.1889
 66498 (1999 RR67),15.6,3.046,0.144,0.1026,2.608,2.341,11.1,0.234
 66502 (1999 RV75),14.89,3.551,0.293,0.1407,2.593,2.229,14.97,0.236
 66510 (1999 RU90),13.54,5.406,0.289,0.1183,2.569,2.265,14.52,0.2394
 66513 (1999 RE94),15.05,2.786,0.207,0.1891,2.569,2.083,11.72,0.2394
 66517 (1999 RM98),15.21,2.742,0.162,0.1514,2.63,2.232,3.46,0.2311
 66518 (1999 RK99),15.69,1.798,0.141,0.259,2.364,1.752,5.55,0.2711
 66519 (1999 RZ99),14.25,4.275,0.266,0.1484,2.811,2.394,8.46,0.2091
 66520 (1999 RQ101),14.94,5.938,0.055,0.2057,2.62,2.081,10.98,0.2325
 66522 (1999 RG102),13.69,6.001,0.214,0.1129,2.585,2.293,13.11,0.2372
 66524 (1999 RQ102),14.37,3.519,0.393,0.0801,2.661,2.448,12.57,0.227
 66528 (1999 RV105),14.77,3.56,0.242,0.1329,2.667,2.312,14.48,0.2263
 66529 (1999 RX107),15.28,5.287,0.058,0.0783,2.699,2.488,8.18,0.2223
 66530 (1999 RJ108),14.79,3.185,0.191,0.1171,2.587,2.284,12.37,0.2368
 66533 (1999 RN111),14.95,2.631,0.108,0.2144,2.427,1.906,12.23,0.2607
 66534 (1999 RA112),15.57,1.87,0.291,0.1474,2.466,2.102,6.34,0.2545
 66536 (1999 RD113),15.14,2.946,0.245,0.1079,2.564,2.287,6.21,0.2401
 66541 (1999 RP118),15.14,5.547,0.057,0.2032,2.393,1.906,9.19,0.2663
 66546 (1999 RG122),15.89,3.755,0.049,0.1411,2.483,2.132,16.37,0.252
 66547 (1999 RG124),14.51,6.519,0.072,0.1324,2.582,2.24,9.01,0.2376
 66548 (1999 RL124),13.64,4.474,0.243,0.1992,2.642,2.116,12.36,0.2295
 66551 (1999 RC128),15.3,3.92,0.126,0.1206,2.723,2.395,17.86,0.2193
 66552 (1999 RQ130),14.75,2.646,0.439,0.0899,2.375,2.162,6.19,0.2692
 66554 (1999 RT131),14.68,4.552,0.112,0.1513,2.588,2.196,10.11,0.2367
 66556 (1999 RB133),14.42,3.7,0.324,0.2865,2.633,1.879,6.16,0.2307
 66557 (1999 RN133),15.42,3.148,0.195,0.1872,2.58,2.097,12.43,0.2378
 66558 (1999 RX134),15.02,2.85,0.198,0.1327,2.572,2.231,13.44,0.2389
 66559 (1999 RB135),15.18,6.669,0.044,0.2097,2.766,2.186,10.21,0.2143
 66560 (1999 RR135),14.88,3.268,0.239,0.1447,2.388,2.042,2.34,0.2671
 66563 (1999 RV136),16.14,1.695,0.268,0.1327,2.193,1.902,3.5,0.3034
 66566 (1999 RL139),14.8,3.099,0.221,0.0719,2.358,2.189,6.98,0.2721
 66567 (1999 RV140),15.92,3.143,0.078,0.2011,2.521,2.014,1.2,0.2463
 66568 (1999 RQ142),15.56,5.444,0.041,0.1856,2.577,2.099,3.41,0.2382
 66571 (1999 RP147),15.19,2.101,0.439,0.0564,2.35,2.218,5.43,0.2735
 66574 (1999 RR152),16.14,4.054,0.047,0.3139,2.55,1.75,4.6,0.242
 66575 (1999 RX152),15.06,5.444,0.05,0.233,2.783,2.134,10.0,0.2123
 66576 (1999 RY152),15.09,2.172,0.493,0.1509,2.377,2.019,5.23,0.2689
 66577 (1999 RD153),14.9,3.132,0.197,0.1242,2.57,2.25,12.75,0.2393
 66578 (1999 RS153),15.08,4.329,0.124,0.2068,2.567,2.036,5.33,0.2396
 66583 Nicandra (1999 RL156),15.47,6.011,0.049,0.2443,2.637,1.993,3.6,0.2302
 66584 (1999 RM161),14.76,3.588,0.137,0.1192,2.608,2.297,13.99,0.234
 66585 (1999 RC162),15.04,3.332,0.21,0.1773,2.592,2.132,9.85,0.2362
 66589 (1999 RE168),15.76,4.437,0.043,0.1778,2.433,2.001,2.53,0.2597
 66592 (1999 RU174),14.04,4.012,0.229,0.2016,2.763,2.206,13.23,0.2147
 66595 (1999 RU178),15.13,2.886,0.176,0.2111,2.545,2.007,9.2,0.2428
 66601 (1999 RH186),15.62,4.512,0.072,0.2537,2.565,1.914,12.14,0.2399
 66604 (1999 RB194),15.05,6.351,0.033,0.2271,2.595,2.006,3.4,0.2357
 66605 (1999 RF194),14.8,5.147,0.075,0.2084,2.407,1.905,11.05,0.2639
 66611 (1999 RZ198),14.8,4.767,0.184,0.0622,2.551,2.393,15.6,0.2419
 66612 (1999 RO199),14.1,4.21,0.301,0.22,2.728,2.128,7.93,0.2187
 66613 (1999 RR199),14.63,3.3,0.214,0.0931,2.648,2.402,10.73,0.2287
 66614 (1999 RE200),13.94,4.819,0.251,0.1102,2.554,2.272,13.36,0.2415
 66615 (1999 RJ200),14.41,8.972,0.038,0.1612,2.657,2.228,11.49,0.2276
 66616 (1999 RY200),14.94,4.989,0.085,0.13,2.655,2.31,15.85,0.2278
 66619 (1999 RE203),15.27,3.045,0.174,0.1528,2.585,2.19,11.72,0.2371
 66620 (1999 RZ203),15.14,5.211,0.071,0.0834,2.679,2.456,13.53,0.2247
 66621 (1999 RD204),14.46,3.795,0.256,0.1631,2.69,2.252,12.51,0.2233
 66623 (1999 RL204),14.82,2.838,0.551,0.1093,2.637,2.348,11.85,0.2302
 66625 (1999 RE205),14.79,4.005,0.175,0.1106,2.685,2.388,13.54,0.2241
 66626 (1999 RJ205),14.24,4.281,0.184,0.2029,2.526,2.014,14.07,0.2455
 66627 (1999 RC208),14.93,3.132,0.164,0.0842,2.608,2.388,13.77,0.2341
 66629 (1999 RJ208),14.38,4.09,0.265,0.1465,2.746,2.343,8.35,0.2166
 66632 (1999 RT210),13.77,4.786,0.291,0.1437,2.542,2.177,12.86,0.2431
 66633 (1999 RB212),14.15,8.43,0.082,0.216,2.684,2.105,10.63,0.2241
 66635 (1999 RR212),14.21,4.981,0.196,0.1093,2.852,2.54,14.11,0.2047
 66636 (1999 RA213),14.71,3.252,0.167,0.1418,2.677,2.297,11.05,0.225
 66637 (1999 RC213),15.85,5.653,0.026,0.1161,2.63,2.325,9.12,0.231
 66639 (1999 RQ219),15.55,5.114,0.047,0.2758,2.55,1.847,12.32,0.242
 66641 (1999 RQ225),15.59,3.413,0.105,0.0371,2.688,2.588,3.31,0.2236
 66642 (1999 RE226),15.41,5.225,0.059,0.1595,2.644,2.223,10.56,0.2292
 66643 (1999 RW229),15.03,6.604,0.04,0.1512,2.532,2.15,7.38,0.2446
 66644 (1999 RL231),15.1,6.159,0.061,0.1983,2.616,2.097,8.95,0.233
 66645 (1999 RN232),14.37,6.955,0.039,0.2847,2.845,2.035,17.65,0.2054
 66646 (1999 RM237),15.04,7.029,0.052,0.2029,2.668,2.127,12.56,0.2262
 66647 (1999 RV237),14.93,2.761,0.193,0.0975,2.611,2.356,13.12,0.2337
 66648 (1999 RZ245),15.01,3.576,0.087,0.1685,2.856,2.374,11.88,0.2042
 66651 (1999 RQ252),14.38,8.133,0.06,0.0987,2.778,2.504,7.33,0.2129
 66653 (1999 RS254),14.7,4.654,0.155,0.0285,3.076,2.988,11.81,0.1827
 66654 (1999 SF12),13.96,4.815,0.288,0.0529,2.574,2.438,21.21,0.2387
 66655 (1999 SN13),15.55,6.133,0.032,0.219,2.76,2.156,6.86,0.215
 66658 (1999 ST26),14.52,3.646,0.304,0.245,2.728,2.059,10.61,0.2188
 66659 (1999 TJ1),14.37,3.928,0.262,0.0452,2.449,2.338,6.35,0.2571
 66660 (1999 TH2),15.75,4.37,0.053,0.1771,2.67,2.197,3.23,0.2259
 66662 (1999 TM4),14.23,7.083,0.106,0.125,2.851,2.494,4.42,0.2048
 66663 (1999 TV8),14.3,7.478,0.066,0.2455,2.7,2.038,7.94,0.2221
 66669 Aradac (1999 TE15),15.47,4.747,0.065,0.1052,2.668,2.387,10.82,0.2262
 66671 Sfasu (1999 TJ17),14.55,3.554,0.243,0.2959,2.384,1.678,21.31,0.2678
 66672 (1999 TB18),14.86,3.175,0.192,0.0502,2.707,2.571,4.0,0.2213
 66675 (1999 TF26),15.15,3.488,0.159,0.1154,2.696,2.385,3.56,0.2227
 66676 (1999 TS27),13.54,6.551,0.216,0.0725,2.952,2.738,11.16,0.1943
 66679 (1999 TD29),14.61,2.886,0.404,0.0954,2.437,2.204,4.7,0.2591
 66680 (1999 TG29),14.69,8.25,0.03,0.1276,2.761,2.409,11.44,0.2148
 66682 (1999 TR35),14.16,3.895,0.184,0.1567,2.402,2.026,24.88,0.2647
 66684 (1999 TY36),14.56,3.196,0.19,0.0684,2.571,2.395,21.86,0.2391
 66693 (1999 TB70),14.81,3.663,0.229,0.0669,2.738,2.555,4.49,0.2176
 66698 (1999 TM82),15.96,4.307,0.042,0.0689,2.776,2.584,1.32,0.2131
 66703 (1999 TL89),15.97,4.097,0.055,0.2148,2.629,2.064,2.99,0.2312
 66707 (1999 TG93),15.67,2.442,0.142,0.2082,2.539,2.011,4.77,0.2436
 66708 (1999 TY93),15.1,3.649,0.159,0.1639,2.618,2.189,4.73,0.2327
 66709 (1999 TS95),15.1,6.119,0.057,0.2533,2.605,1.945,9.5,0.2344
 66710 (1999 TT96),14.31,3.799,0.337,0.073,2.752,2.551,8.65,0.2159
 66711 (1999 TQ99),15.22,3.279,0.164,0.1362,2.661,2.298,15.19,0.2271
 66712 (1999 TS99),14.57,3.487,0.304,0.0936,2.748,2.491,7.07,0.2163
 66714 (1999 TT100),14.28,6.139,0.076,0.2905,2.728,1.935,32.36,0.2187
 66719 (1999 TG105),14.07,10.093,0.055,0.0982,2.543,2.294,19.46,0.243
 66722 (1999 TC107),14.69,3.482,0.278,0.1177,2.669,2.355,9.15,0.226
 66723 (1999 TE107),14.29,4.054,0.27,0.1145,2.634,2.332,13.39,0.2306
 66724 (1999 TN107),15.42,2.632,0.255,0.1056,2.552,2.282,5.98,0.2418
 66726 (1999 TG110),15.48,4.058,0.039,0.1443,2.653,2.27,6.54,0.2281
 66727 (1999 TH110),14.66,6.672,0.069,0.044,2.73,2.61,4.0,0.2185
 66729 (1999 TH111),15.19,3.302,0.195,0.0609,2.626,2.465,13.59,0.2317
 66732 (1999 TW111),15.81,5.243,0.044,0.2289,2.581,1.99,1.99,0.2377
 66734 (1999 TX114),14.84,2.932,0.187,0.0747,2.636,2.439,14.48,0.2303
 66737 (1999 TF119),14.99,3.564,0.106,0.1158,2.709,2.395,15.09,0.221
 66738 (1999 TJ120),14.86,7.068,0.061,0.0289,2.793,2.712,3.29,0.2112
 66740 (1999 TE122),14.95,5.855,0.074,0.0538,2.742,2.594,5.29,0.2171
 66745 (1999 TO128),14.21,4.343,0.148,0.1835,2.695,2.2,14.29,0.2228
 66746 (1999 TW136),15.81,2.886,0.134,0.1457,2.42,2.067,3.89,0.2618
 66751 (1999 TP156),15.14,2.742,0.257,0.1007,2.721,2.447,7.91,0.2196
 66753 (1999 TQ173),15.57,3.211,0.13,0.0735,2.861,2.651,2.71,0.2036
 66755 (1999 TT175),14.73,3.664,0.173,0.1589,2.713,2.282,13.6,0.2206
 66756 (1999 TE177),15.85,2.922,0.09,0.0796,2.702,2.487,3.14,0.2219
 66757 (1999 TE184),15.05,5.267,0.077,0.1786,2.545,2.091,15.41,0.2427
 66758 (1999 TP184),14.28,3.356,0.394,0.1628,2.611,2.186,13.29,0.2336
 66761 (1999 TE187),14.54,3.518,0.188,0.1324,2.696,2.339,11.48,0.2227
 66762 (1999 TU187),14.26,8.552,0.061,0.3002,2.78,1.946,14.98,0.2126
 66763 (1999 TZ189),14.9,3.491,0.209,0.0997,2.731,2.458,8.62,0.2184
 66764 (1999 TD190),14.59,3.877,0.245,0.0494,2.644,2.514,9.64,0.2292
 66765 (1999 TJ191),13.38,9.246,0.13,0.041,3.133,3.004,17.05,0.1778
 66767 (1999 TT194),15.37,2.411,0.304,0.111,2.419,2.15,5.21,0.262
 66770 (1999 TH207),13.11,13.735,0.078,0.1146,3.12,2.763,20.35,0.1788
 66771 (1999 TM210),14.5,6.297,0.102,0.2105,2.684,2.119,11.53,0.2242
 66774 (1999 TD220),14.04,9.475,0.059,0.1781,2.847,2.34,14.12,0.2052
 66775 (1999 TS220),14.65,3.475,0.254,0.1217,2.773,2.436,4.21,0.2134
 66776 (1999 TA221),15.1,2.852,0.198,0.0997,2.58,2.323,14.09,0.2378
 66777 (1999 TD221),15.63,4.008,0.083,0.0883,2.728,2.487,5.07,0.2188
 66780 (1999 TW223),14.94,3.225,0.245,0.1739,2.59,2.139,13.73,0.2365
 66782 (1999 TT225),15.29,4.762,0.059,0.0689,3.101,2.888,9.64,0.1804
 66785 (1999 TN228),15.78,3.892,0.056,0.1448,2.591,2.216,7.53,0.2363
 66788 (1999 TL230),15.06,5.858,0.051,0.1932,2.778,2.242,7.9,0.2128
 66791 (1999 TH233),15.21,5.543,0.048,0.2224,2.564,1.994,10.52,0.2401
 66792 (1999 TM233),14.98,3.901,0.106,0.0692,2.637,2.454,14.04,0.2302
 66793 (1999 TW236),15.07,2.639,0.305,0.1126,2.788,2.474,9.63,0.2117
 66794 (1999 TP237),14.8,3.214,0.188,0.1291,2.692,2.344,11.14,0.2232
 66796 (1999 TD252),15.64,4.702,0.05,0.2399,2.679,2.036,6.52,0.2248
 66797 (1999 TJ256),14.65,3.148,0.31,0.1477,2.597,2.214,4.12,0.2355
 66799 (1999 TT267),15.13,2.965,0.22,0.0492,2.693,2.561,14.24,0.223
 66800 (1999 TB270),14.59,6.066,0.063,0.0788,3.105,2.861,9.94,0.1801
 66802 (1999 TJ270),14.28,4.89,0.203,0.0261,2.735,2.664,8.62,0.2179
 66803 (1999 TD273),13.07,7.533,0.212,0.1366,2.776,2.397,35.15,0.2131
 66804 (1999 TE281),15.19,2.424,0.301,0.1548,2.604,2.201,13.2,0.2345
 66806 (1999 TC286),14.96,3.004,0.163,0.0581,2.668,2.513,13.77,0.2262
 66807 (1999 TD288),14.71,3.518,0.272,0.0107,2.803,2.773,2.89,0.21
 66809 (1999 TX288),15.22,5.506,0.07,0.039,2.713,2.607,4.19,0.2206
 66812 (1999 UE8),15.5,2.807,0.17,0.1041,2.795,2.504,1.29,0.2109
 66813 (1999 UQ11),13.43,5.352,0.355,0.1443,2.769,2.369,13.19,0.2139
 66815 (1999 UQ13),14.51,3.316,0.336,0.0342,2.756,2.661,3.76,0.2155
 66816 (1999 UO14),15.17,2.886,0.232,0.1316,2.747,2.386,8.55,0.2164
 66817 (1999 UR15),15.4,5.373,0.029,0.0943,2.793,2.529,4.85,0.2112
 66821 (1999 UC21),14.91,3.422,0.199,0.1655,2.727,2.275,14.93,0.2189
 66824 (1999 UM26),13.92,5.114,0.269,0.0951,2.796,2.53,2.89,0.2108
 66826 (1999 UX36),14.88,4.288,0.127,0.1071,2.675,2.388,12.97,0.2253
 66828 (1999 UG41),15.47,4.412,0.052,0.2038,2.635,2.098,11.12,0.2305
 66829 (1999 UY42),14.87,3.589,0.238,0.0684,2.752,2.564,7.45,0.2159
 66832 (1999 UE45),14.82,3.707,0.141,0.1516,2.639,2.239,11.0,0.2299
 66834 (1999 UT46),14.65,2.876,0.281,0.1806,2.416,1.98,8.25,0.2625
 66836 (1999 UM48),15.23,5.583,0.057,0.27,2.773,2.024,4.22,0.2135
 66840 (1999 UU52),15.2,5.563,0.069,0.2289,2.808,2.165,9.32,0.2095
 66842 (1999 UG53),14.41,4.004,0.277,0.213,2.565,2.019,12.61,0.2399
 66843 Pulido (1999 VG),15.12,5.381,0.08,0.2323,2.695,2.069,3.59,0.2228
 66849 (1999 VM8),15.15,6.063,0.058,0.1489,2.683,2.284,4.83,0.2242
 66850 (1999 VX8),14.88,6.521,0.055,0.2569,2.683,1.994,13.65,0.2243
 66851 (1999 VT9),13.66,4.841,0.379,0.1272,2.62,2.286,14.7,0.2324
 66852 (1999 VH11),15.07,3.71,0.154,0.1265,2.747,2.399,4.19,0.2165
 66855 (1999 VM22),13.63,4.669,0.388,0.1039,2.769,2.481,7.17,0.2139
 66856 Stephenvoss (1999 VW22),14.33,3.562,0.35,0.0181,2.667,2.619,15.64,0.2262
 66857 (1999 VQ25),14.47,6.649,0.092,0.0863,2.764,2.525,4.41,0.2145
 66859 (1999 VQ30),14.78,3.592,0.217,0.1149,2.852,2.524,14.33,0.2047
 66864 (1999 VD44),14.38,5.13,0.169,0.0118,2.663,2.631,13.92,0.2269
 66866 (1999 VS45),13.83,10.955,0.059,0.1412,2.693,2.313,9.44,0.223
 66867 (1999 VN47),14.18,5.026,0.211,0.186,2.626,2.138,11.88,0.2316
 66868 (1999 VS47),15.47,5.996,0.031,0.1793,2.57,2.11,7.95,0.2392
 66869 (1999 VX47),14.55,4.268,0.203,0.0883,2.815,2.566,8.12,0.2087
 66870 (1999 VE48),14.1,4.294,0.289,0.1778,2.784,2.289,8.22,0.2122
 66871 (1999 VN48),15.48,4.41,0.076,0.2185,2.696,2.107,9.81,0.2226
 66872 (1999 VH50),13.37,5.632,0.292,0.0599,2.77,2.604,10.48,0.2138
 66873 (1999 VJ50),15.22,3.264,0.182,0.1233,2.795,2.451,4.56,0.2109
 66874 (1999 VP50),15.04,2.831,0.265,0.1366,2.928,2.528,1.75,0.1967
 66875 (1999 VY52),13.94,4.636,0.298,0.3765,2.776,1.731,13.49,0.2131
 66876 (1999 VC55),15.54,3.322,0.101,0.0914,2.682,2.437,3.51,0.2244
 66877 (1999 VT60),15.05,6.111,0.068,0.0049,2.811,2.797,5.68,0.2092
 66881 (1999 VL67),15.15,3.156,0.194,0.0758,2.865,2.648,3.13,0.2032
 66884 (1999 VX70),15.42,5.044,0.058,0.0836,2.801,2.567,1.11,0.2102
 66885 Wangxiaomo (1999 VH72),14.45,5.077,0.172,0.0576,2.972,2.801,9.81,0.1924
 66887 (1999 VX74),15.66,5.776,0.028,0.132,2.742,2.38,8.44,0.217
 66888 (1999 VE78),14.18,3.723,0.202,0.2223,2.586,2.011,12.1,0.237
 66890 (1999 VD81),14.52,3.89,0.244,0.1745,2.88,2.378,3.96,0.2016
 66892 (1999 VN87),14.28,4.181,0.211,0.1248,2.696,2.359,13.8,0.2227
 66895 (1999 VO99),14.44,8.517,0.061,0.1731,2.897,2.396,15.63,0.1999
